cas,chem_name,group,latin_name,strain,test_type,test_statistic,duration_d,effect_value,effect_unit,source,endpoint
63252,Carbaryl,INVERT,Chironomus plumosus,NA,A,EC50,2,0.01,mg/L,EnviroTox DB,Immobility
63252,Carbaryl,INVERT,Daphnia pulex,NA,A,EC50,2,0.0064,mg/L,EnviroTox DB,Immobility
63252,Carbaryl,INVERT,Simocephalus serrulatus,NA,A,EC50,2,0.0076,mg/L,EnviroTox DB,Immobility
63252,Carbaryl,INVERT,Pteronarcella badia,NA,A,LC50,2,0.0017,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Pteronarcys californica,NA,A,LC50,2,0.0048,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Claassenia sabulosa,NA,A,LC50,4,0.0056,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,0.9,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,1.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Lepomis macrochirus,NA,A,LC50,4,2.2,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,2.2,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,2.8,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Daphnia carinata,NA,A,EC50,2,0.035,mg/L,EnviroTox DB,Immobility
63252,Carbaryl,INVERT,Daphnia carinata,NA,A,EC50,2,0.035,mg/L,EnviroTox DB,Intoxication
63252,Carbaryl,INVERT,Daphnia carinata,NA,A,EC50,1,0.1,mg/L,EnviroTox DB,Intoxication
63252,Carbaryl,FISH,Oncorhynchus gilae ssp apache,NA,A,LC50,4,1.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus clarkii ssp. stomias,NA,A,LC50,4,1.6,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus clarkii ssp henshawi,NA,A,LC50,4,2.3,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Ptychocheilus lucius,NA,A,LC50,4,3.1,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Gila elegans,NA,A,LC50,4,3.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Xyrauchen texanus,NA,A,LC50,4,4.4,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Pimephales promelas,NA,A,LC50,4,5.2,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Salvelinus fontinalis,NA,A,LC50,4,0.9,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Pteronarcys californica,NA,A,LC50,4,0.002,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Gammarus pseudolimnaeus,NA,A,LC50,4,0.016,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Salvelinus fontinalis,NA,A,LC50,4,1.1,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Salvelinus fontinalis,NA,A,LC50,4,2.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Salvelinus fontinalis,NA,A,LC50,4,3.7,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Salvelinus fontinalis,NA,A,LC50,4,5.4,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Anopheles stephensi,NA,A,LC50,4,0.72,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Lymnaea stagnalis,NA,C,NOEC,90,1,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Ranatra elongata,NA,A,LC50,4,0.624,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Macrobrachium lamarrei,NA,A,LC50,4,0.0326,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Lymnaea acuminata,NA,A,LC50,4,2.4,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Pila globosa,NA,A,LC50,4,36.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Lymnaea acuminata,NA,A,LC50,4,4.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Heteropneustes fossilis,NA,A,LC50,2,20.1,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Channa punctatus,NA,A,LC50,4,19.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Colisa fasciata,NA,A,LC50,4,8,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Heteropneustes fossilis,NA,A,LC50,4,20.1,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Channa punctata,NA,A,LC50,2,20.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Channa punctata,NA,A,LC50,4,19.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Channa punctata,NA,A,LC50,3,20,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Heteropneustes fossilis,NA,A,LC50,3,21.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Heteropneustes fossilis,NA,A,LC50,2,22.3,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Clarias batrachus,NA,A,LC50,4,20,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus mykiss,NA,A,LC50,5,0.7,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus mykiss,NA,A,LC50,2,1.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oryzias latipes,NA,A,ED50,4,2.5,mg/L,EnviroTox DB,Development
63252,Carbaryl,INVERT,Tubifex tubifex,NA,A,LC50,4,0.05,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oreochromis niloticus,NA,A,LC50,2,3.52,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Poecilia reticulata,NA,A,LC50,2,2.3,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Channa punctatus,NA,A,LC50,4,15,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Channa striata,NA,A,LC50,4,17.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Channa punctata,NA,A,LC50,4,15,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Garra gotyla ssp gotyla,NA,A,LC50,4,7.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Channa punctatus,NA,A,LC50,4,5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Labeo rohita,NA,A,LC50,4,4.6,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Channa punctata,NA,A,LC50,4,14.4,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Channa punctata,NA,A,LC50,4,5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Channa punctata,NA,A,LC50,4,5.72,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Channa punctata,NA,A,LC50,4,7.75,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Mystus vittatus,NA,A,LC50,4,2.4,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Mystus cavasius,NA,A,LC50,4,4.6,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Anabas testudineus,NA,A,LC50,4,5.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Gibelion catla,NA,A,LC50,4,6.4,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Labeo rohita,NA,A,LC50,4,7.75,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cyprinus carpio,NA,A,LC50,2,10.36,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cyprinus carpio,NA,A,LC50,3,10.4,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cyprinus carpio,NA,A,LC50,2,11.7,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Clarias batrachus,NA,A,LC50,4,46.85,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Clarias batrachus,NA,A,LC50,4,108,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Clarias batrachus,NA,A,LC50,3,123,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Clarias batrachus,NA,A,LC50,2,134,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Clarias batrachus,NA,A,LC50,4,46.8,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Clarias batrachus,NA,A,LC50,3,48.6,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Clarias batrachus,NA,A,LC50,2,53.7,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oryzias latipes,NA,A,LC50,2,1.7,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oryzias latipes,NA,A,LC50,2,4.8,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,1.3,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus mykiss,NA,A,LC50,2,14,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Lepomis macrochirus,NA,A,LC50,4,14,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Lepomis macrochirus,NA,A,LC50,4,22,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Lepomis macrochirus,NA,A,LC50,4,24,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Lepomis macrochirus,NA,A,LC50,4,290,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,3.3,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,3.45,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,32,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Daphnia magna,NA,A,EC50,2,0.013,mg/L,EnviroTox DB,Intoxication
63252,Carbaryl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,4,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,4.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Lepomis macrochirus,NA,A,LC50,4,49,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Lepomis macrochirus,NA,A,LC50,4,9.8,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Daphnia magna,NA,A,EC50,2,0.00277,mg/L,EnviroTox DB,Intoxication
63252,Carbaryl,INVERT,Daphnia magna,NA,A,EC50,2,0.00666,mg/L,EnviroTox DB,Intoxication
63252,Carbaryl,INVERT,Daphnia magna,NA,A,EC50,2,0.0072,mg/L,EnviroTox DB,Intoxication
63252,Carbaryl,INVERT,Daphnia magna,NA,A,EC50,2,7.1,mg/L,EnviroTox DB,Intoxication
63252,Carbaryl,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,4,0.05,mg/L,EnviroTox DB,Population
63252,Carbaryl,ALGAE,Raphidocelis subcapitata,NA,A,IC50,4,0.49,mg/L,EnviroTox DB,Population
63252,Carbaryl,FISH,Macropodus cupanus,NA,A,LC50,4,14.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Macropodus cupanus,NA,A,LC50,3,15.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Macropodus cupanus,NA,A,LC50,2,16.7,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Leuciscus cephalus,NA,A,LC50,4,8.66,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cirrhinus mrigala,NA,A,LC50,4,1.94,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Heteropneustes fossilis,NA,A,LC50,4,19.58,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Heteropneustes fossilis,NA,A,LD50,4,19.6,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Heteropneustes fossilis,NA,A,LC50,2,20.8,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Heteropneustes fossilis,NA,A,LC50,4,19.6,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Heteropneustes fossilis,NA,A,LC50,3,19.8,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,ALGAE,Chlorella sp,NA,A,EC50,4,0.6,mg/L,EnviroTox DB,Growth
63252,Carbaryl,ALGAE,Skeletonema costatum,NA,A,EC50,4,0.9,mg/L,EnviroTox DB,Growth
63252,Carbaryl,ALGAE,Nitzschia angularis,NA,A,EC50,4,1,mg/L,EnviroTox DB,Growth
63252,Carbaryl,ALGAE,Chlorococcum sp,NA,A,EC50,4,1.8,mg/L,EnviroTox DB,Growth
63252,Carbaryl,ALGAE,Chlorella sp,NA,A,EC50,4,1,mg/L,EnviroTox DB,Growth
63252,Carbaryl,ALGAE,Nitzschia angularis var affinis,NA,A,EC50,4,1,mg/L,EnviroTox DB,Growth
63252,Carbaryl,ALGAE,Nitzschia angularis var affinis,NA,A,EC50,4,1.5,mg/L,EnviroTox DB,Growth
63252,Carbaryl,ALGAE,Chlorococcum sp,NA,A,EC50,4,2.1,mg/L,EnviroTox DB,Growth
63252,Carbaryl,INVERT,Daphnia magna,NA,A,LC50,2,0.23,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Daphnia magna,NA,A,EC50,2,0.021,mg/L,EnviroTox DB,Immobility
63252,Carbaryl,INVERT,Daphnia magna,NA,A,EC50,1,0.021,mg/L,EnviroTox DB,Intoxication
63252,Carbaryl,INVERT,Gammarus pseudolimnaeus,NA,A,LC50,4,0.007,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Pteronarcella badia,NA,A,LC50,4,0.011,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Clarias batrachus,NA,A,LC50,2,13.2,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Clarias batrachus,NA,A,LC50,4,5.25,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Anguilla japonica,NA,A,LC50,4,10,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Anguilla japonica,NA,A,LC50,2,40,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Anguilla japonica,NA,A,LC50,2,23,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,1.41,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Aedes albopictus,NA,A,LC50,1,0.83,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,3,0.8,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,1,1.66,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,2,1.01,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,1,1.5,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,2,1.08,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,2,0.9,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,4,0.75,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,3,0.76,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,3,0.75,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,4,0.7,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,4,0.72,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,1,1.46,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,4,2.9,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,4,3.66,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,4,5.73,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,4,2.41,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,4,2.23,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,4,2.24,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,4,1.28,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,4,0.94,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Cambarus bartonii,NA,A,LC50,4,1.32,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cirrhinus mrigala,NA,A,LC50,2,5.19,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cirrhinus mrigala,NA,A,LC50,1,6.44,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cirrhinus mrigala,NA,A,LC50,3,4.77,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cirrhinus mrigala,NA,A,LC50,4,4.75,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,3,10.46,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,4,9.48,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,2,11.55,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,1,14.56,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,2,8.13,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,4,6.55,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,1,9.55,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,3,7.69,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Daphnia pulex,NA,A,LC50,1,0.03242,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Daphnia pulex,NA,A,LC50,1,0.05051,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Fundulus similis,NA,A,LC50,2,1.6,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Gibelion catla,NA,A,LC50,3,8.42,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Gibelion catla,NA,A,LC50,2,9.1,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Gibelion catla,NA,A,LC50,1,9.49,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Gibelion catla,NA,A,LC50,4,7.89,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Hyalella curvispina,NA,A,LC50,2,0.01131,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Hyalella curvispina,NA,A,LC50,2,14.663,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Hyalella curvispina,NA,A,LC50,2,0.213,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Moina micrura,NA,A,LC50,1,0.1196,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,FISH,Mugil cephalus,NA,A,LC50,2,2.4,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Orconectes virilis,NA,A,LC50,3,1.8,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Orconectes virilis,NA,A,LC50,1,3.98,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Orconectes virilis,NA,A,LC50,3,2.28,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Orconectes virilis,NA,A,LC50,2,2.61,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Orconectes virilis,NA,A,LC50,4,1.61,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Orconectes virilis,NA,A,LC50,4,2.23,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Orconectes virilis,NA,A,LC50,4,2,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Orconectes virilis,NA,A,LC50,4,2.03,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Orconectes virilis,NA,A,LC50,4,1.89,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Orconectes virilis,NA,A,LC50,1,4.42,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Orconectes virilis,NA,A,LC50,2,3.25,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Orconectes virilis,NA,A,LC50,4,2.01,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Orconectes virilis,NA,A,LC50,2,1.96,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Orconectes virilis,NA,A,LC50,1,3.85,mg/L,EnviroTox DB,Mortality
63252,Carbaryl,INVERT,Lampsilis siliquoidea,NA,C,NOEC,28,1.073,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,INVERT,Daphnia magna,NA,A,EC50,2,84.4,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Lepomis macrochirus,NA,A,EC50,4,1.2,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Lepomis macrochirus,NA,A,EC50,4,11.2,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Oncorhynchus mykiss,NA,A,EC50,4,2,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Lepomis macrochirus,NA,A,EC50,4,2.9,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Oncorhynchus mykiss,NA,A,EC50,4,4.5,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Oncorhynchus mykiss,NA,A,EC50,4,6.6,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,INVERT,Penaeus duorarum,NA,A,EC50,4,14,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,INVERT,Uca pugilator,NA,A,EC50,4,964,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,4,0.11,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Lepomis macrochirus,NA,A,EC50,4,3.6,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Oncorhynchus mykiss,NA,A,EC50,4,2.3,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Lepomis macrochirus,NA,A,NOEC,28,0.562,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,ALGAE,Raphidocelis subcapitata,NA,C,NOEL,5,0.11,mg/L,EnviroTox DB,Population
5234684,Carboxin,ALGAE,Raphidocelis subcapitata,NA,A,EC50,5,0.37,mg/L,EnviroTox DB,Population
5234684,Carboxin,ALGAE,Chlorella pyrenoidosa,NA,C,NOEL,3,1,mg/L,EnviroTox DB,Population
5234684,Carboxin,ALGAE,Chlorella pyrenoidosa,NA,A,EC50,3,2.55,mg/L,EnviroTox DB,Population
5234684,Carboxin,FISH,Lepomis macrochirus,NA,A,LC50,4,1.2,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Lepomis macrochirus,NA,A,LC50,4,11.2,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Oncorhynchus mykiss,NA,A,LC50,4,2,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Oncorhynchus mykiss,NA,A,LC50,4,2.3,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Lepomis macrochirus,NA,A,LC50,4,2.9,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Lepomis macrochirus,NA,A,LC50,4,3.6,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Oncorhynchus mykiss,NA,A,LC50,4,4.5,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Lepomis macrochirus,NA,A,LC50,4,4.85,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,FISH,Oncorhynchus mykiss,NA,A,LC50,4,6.6,mg/L,EnviroTox DB,Mortality
5234684,Carboxin,INVERT,Daphnia magna,NA,A,EC50,2,84.4,mg/L,EnviroTox DB,Intoxication
5234684,Carboxin,INVERT,Ceriodaphnia dubia,NA,A,EC50,3,2.41,mg/L,EnviroTox DB,"Population, Abundance"
5234684,Carboxin,INVERT,Daphnia magna,NA,A,EC50,1,22.59,mg/L,EnviroTox DB,Immobility
5234684,Carboxin,INVERT,Thamnocephalus platyurus,NA,A,LC50,1,61,mg/L,EnviroTox DB,Mortality
122453730,Chlorfenapyr,FISH,Oncorhynchus mykiss,NA,C,NOEC,94,0.00368,mg/L,EnviroTox DB,Growth
122453730,Chlorfenapyr,FISH,Oncorhynchus mykiss,NA,C,NOEC,94,0.00368,mg/L,EnviroTox DB,Mortality
122453730,Chlorfenapyr,FISH,Oncorhynchus mykiss,NA,A,LC50,4,0.0074400000000000004,mg/L,EnviroTox DB,Mortality
122453730,Chlorfenapyr,FISH,Lepomis macrochirus,NA,A,LC50,4,0.0116,mg/L,EnviroTox DB,Mortality
122453730,Chlorfenapyr,INVERT,Daphnia magna,NA,C,NOEC,21,0.00357,mg/L,EnviroTox DB,Growth
122453730,Chlorfenapyr,INVERT,Daphnia magna,NA,C,NOEC,21,0.00357,mg/L,EnviroTox DB,Mortality
122453730,Chlorfenapyr,INVERT,Daphnia magna,NA,C,NOEC,21,0.00357,mg/L,EnviroTox DB,Reproduction
122453730,Chlorfenapyr,INVERT,Daphnia magna,NA,A,EC50,2,0.0078,mg/L,EnviroTox DB,Intoxication
1897456,Chlorothalonil,ALGAE,Raphidocelis subcapitata,NA,A,EC50,3,0.0068,mg/L,EnviroTox DB,Population
1897456,Chlorothalonil,ALGAE,Chlorella pyrenoidosa,NA,C,NOEC,4,2e-4,mg/L,EnviroTox DB,Population
1897456,Chlorothalonil,ALGAE,Scenedesmus acutus var. acutus,NA,C,NOEC,4,5e-4,mg/L,EnviroTox DB,Population
1897456,Chlorothalonil,ALGAE,Anabaena flos-aquae,NA,C,NOEC,4,0.001,mg/L,EnviroTox DB,Population
1897456,Chlorothalonil,ALGAE,Chlorella pyrenoidosa,NA,A,EC50,4,0.002,mg/L,EnviroTox DB,Population
1897456,Chlorothalonil,ALGAE,Chlorella vulgaris,NA,C,NOEC,4,0.002,mg/L,EnviroTox DB,Population
1897456,Chlorothalonil,ALGAE,Microcystis flosaquae,NA,C,NOEC,4,0.002,mg/L,EnviroTox DB,Population
1897456,Chlorothalonil,ALGAE,Scenedesmus quadricauda,NA,C,NOEC,4,0.005,mg/L,EnviroTox DB,Population
1897456,Chlorothalonil,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,4,0.02,mg/L,EnviroTox DB,Population
