cas,chem_name,group,latin_name,strain,test_type,test_statistic,duration_d,effect_value,effect_unit,endpoint,source
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,2,0.0513,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,A,LC50,2,0.0733,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,2,0.165,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Lates calcarifer,NA,A,LC50,4,1.99,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,3.3,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,2,3.3,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,2,5.8,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,2,7.2,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,2,8,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,2,8.3,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,4,2.2,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,4,3.51,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,4,2.31,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,4,2.78,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,4,3.2,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,4,3.42,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Barbus arulius,NA,A,LC50,4,39,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Barbus arulius,NA,A,LC50,3,41.7,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Barbus arulius,NA,A,LC50,2,45.7,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ranatra elongata,NA,A,LC50,4,0.288,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Notopterus notopterus,NA,A,LC50,4,61.7,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Notopterus notopterus,NA,A,LC50,4,45,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Notopterus notopterus,NA,A,LC50,4,45.3,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Danio rerio,NA,A,LC50,4,2.5,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Danio rerio,NA,A,LC50,2,2.5,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Danio rerio,NA,A,LC50,2,2.5,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Brachionus plicatilis,NA,A,LC50,2,36.3,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Brachionus rubens,NA,A,LC50,2,0.81,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Brachionus rubens,NA,C,NOEC,1,0.28,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Brachionus rubens,NA,A,LC50,1,0.81,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,C,NOEC,7,0.0028,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,C,NOEC,7,0.0041,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,C,NOEC,7,0.0041,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,7,0.0053,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,A,LC50,7,0.00545,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,C,NOEC,7,0.0055,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,C,NOEC,7,0.0055,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,C,NOEC,7,0.0057,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,C,NOEC,7,0.0057,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,C,NOEC,7,0.0066,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,C,NOEC,7,0.0066,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,A,LC50,7,0.00738,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,A,LC50,7,0.00768,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,7,0.008,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,A,LC50,7,0.00823,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,A,LC50,7,0.00848,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,7,0.0085,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,7,0.0096,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,7,0.0107,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,7,0.0113,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,7,0.0115,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,A,LC50,4,0.0118,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,A,LC50,4,0.0133,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,A,LC50,4,0.0142,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,7,0.0154,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Etheostoma fonticola,NA,A,LC50,4,0.0157,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,7,0.017,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,7,0.0213,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,7,0.0219,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,10,0.0096,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,8,0.0016,mg/L,Reproduction,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,8,0.0028,mg/L,Reproduction,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,8,0.0055,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,8,0.0057,mg/L,Reproduction,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,8,0.008,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,8,0.0085,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,10,0.0096,mg/L,Reproduction,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,10,0.0107,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,10,0.0107,mg/L,Reproduction,EnviroTox DB
10108642,Cadmium chloride,FISH,Jordanella floridae,NA,A,LC50,4,2.5,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Paraleptophlebia praepedita,NA,A,LC50,4,0.449,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salmo trutta,NA,A,LC50,4,0.0014,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Hyalella azteca,NA,A,LC50,4,0.285,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,0.0023,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,4,1.28,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Ictalurus punctatus,NA,A,LC50,4,7.94,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Lepomis macrochirus,NA,A,LC50,4,8.81,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Simocephalus serrulatus,NA,A,LC50,2,0.0245,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Gammarus pseudolimnaeus,NA,A,LC50,4,0.0544,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Simocephalus vetulus,NA,A,LC50,2,0.0893,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,2,0.129,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,2,0.166,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Jordanella floridae,NA,C,NOEC,100,0.0041,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Jordanella floridae,NA,C,NOEC,100,0.0041,mg/L,Reproduction,EnviroTox DB
10108642,Cadmium chloride,FISH,Jordanella floridae,NA,C,NOEC,100,0.0041,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,0.0102,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salmo trutta,NA,A,LC50,4,0.0151,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,LC50,30,0.042,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,4,3.39,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Simocephalus serrulatus,NA,A,LC50,2,0.123,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,2,0.062,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,A,LC50,2,0.0324,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,A,LC50,4,0.0324,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,A,LC50,3,0.0463,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,A,LC50,2,0.0701,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,A,LC50,1,0.18,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,4,9e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,5,9.1e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,4,9.1e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,5,9.6e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,4,9.6e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,4,0.0036,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,3.5,0.004,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,7.1e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,8.3e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,4.5,8.8e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,5,9e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,5.5,9e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,5.5,9e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,0.00285,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,5,0.00289,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,4,0.00289,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,5,0.00291,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,3.2e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,5,3.8e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,3.8e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,5,3.9e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,4.4e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,4.7e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,5.1e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,5,5.8e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,5.5,5.8e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,6,5.8e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4.5,6e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,6e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,5,6.2e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,6,9e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,6,9e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,5,9.9e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,3.5,0.001,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,4,0.001,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,5,0.00112,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,5,0.00122,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,5,0.00125,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,4,0.00128,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,0.00129,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,4,0.00129,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,0.00175,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,3,0.002,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,5,0.00233,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,5,0.00266,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,2.5,0.003,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,0.00406,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,5,0.0058,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,5,0.00603,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,4,0.00606,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Salvelinus confluentus,NA,A,LC50,4,0.0066,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,2,0.0245,mg/L,Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,2,0.0245,mg/L,Intoxication,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,2,0.129,mg/L,Intoxication,EnviroTox DB
10108642,Cadmium chloride,INVERT,Hyalella azteca,NA,C,NOEC,10,1e-4,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,7,0.001,mg/L,"Reproduction: Change in male and/or female reproductive ability, fertilization and fertilization rate. Includes vegetative reproductive processes.",EnviroTox DB
10108642,Cadmium chloride,INVERT,Hyalella azteca,NA,A,LC50,4,0.0028,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,14,0.001,mg/L,"Reproduction: Change in male and/or female reproductive ability, fertilization and fertilization rate. Includes vegetative reproductive processes.",EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,4,0.0048,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,C,NOEC,21,0.005,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,2,0.0127,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Chironomus tentans,NA,A,LC50,4,8,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,7,0.004,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,14,0.003,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,7,0.0044,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,10,0.001,mg/L,Reproduction,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,10,0.002,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,14,0.002,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,2,0.0089,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,2,0.0264,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,10,0.001,mg/L,Reproduction,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,14,0.001,mg/L,Reproduction,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,7,0.001,mg/L,Reproduction,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,C,NOEC,10,0.005,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,C,NOEC,14,0.005,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,C,NOEC,7,0.005,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,10,0.01,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,14,0.01,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,7,0.01,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,4,0.0127,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,2,0.0631,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,2,0.0075,mg/L,Intoxication,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,2,0.0142,mg/L,Intoxication,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,2,0.0175,mg/L,Intoxication,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,2,0.0248,mg/L,Intoxication,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,2,0.0462,mg/L,Intoxication,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,4,0.9,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,4,5,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,2,0.12489996,mg/L,Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,EnviroTox DB
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,1,0.714,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,4,0.0232,mg/L,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.,EnviroTox DB
10108642,Cadmium chloride,FISH,Oryzias latipes,NA,C,NOEC,49,0.00805,mg/L,Reproduction,EnviroTox DB
10108642,Cadmium chloride,FISH,Oryzias latipes,NA,A,LC50,4,0.016,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,ALGAE,Phaeodactylum tricornutum,NA,A,EC50,4,22.39,mg/L,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.,EnviroTox DB
10108642,Cadmium chloride,INVERT,Acartia tonsa,NA,A,LC50,4,0.029,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,4,0.05,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,3,0.014,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,3,0.028,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,3,0.03,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,3,0.031,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,3,0.046,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,3,0.08,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,3,0.11,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,1,0.0143,mg/L,Population,EnviroTox DB
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,1,0.0286,mg/L,Population,EnviroTox DB
10108642,Cadmium chloride,FISH,Oryzias latipes,NA,A,LC50,2,13,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oryzias latipes,NA,A,LC50,2,22,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oryzias latipes,NA,A,LC50,2,30,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,4,0.13,mg/L,Photosynthesis: Change in plant productivity indicated by change in 14C or CO2 uptake or oxygen production.,EnviroTox DB
10108642,Cadmium chloride,INVERT,Lepidozona albrechti,NA,A,LC50,2,0.05,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Lepomis macrochirus,NA,A,LC50,4,26,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,0.01,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,0.02,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,4.7,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,5.7,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,8,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,INVERT,Penaeus setiferus,NA,A,LC50,4,0.99,mg/L,Mortality,EnviroTox DB
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,4,0.014,mg/L,Growth,EnviroTox DB
10108642,Cadmium chloride,INVERT,Barytelphusa guerini,NA,A,LC50,4,1.82,mg/L,Mortality,EnviroTox DB
