CAS,Chem.Name,Latin.name,Effect.value,Standard.Error,Test_statistic,Strain,Test.type,Duration.h,Group
3218368,NA,Rodent,1000,NA,LD50,NA,NA,NA,RAT
32388559,NA,Rodent,4600,NA,LD50,NA,NA,NA,RAT
32388559,NA,Rodent,4500,NA,LD50,NA,NA,NA,RAT
3239449,NA,Rodent,115,NA,LD50,NA,NA,NA,RAT
3239449,NA,Rodent,115,NA,LD50,NA,NA,NA,RAT
3251238,NA,Rodent,940,NA,LD50,NA,NA,NA,RAT
3251238,NA,Rodent,794,NA,LD50,NA,NA,NA,RAT
3252435,NA,Rodent,361,NA,LD50,NA,NA,NA,RAT
3252435,NA,Rodent,245,NA,LD50,NA,NA,NA,RAT
3268493,NA,Rodent,1050,NA,LD50,NA,NA,NA,RAT
3268493,NA,Rodent,700,NA,LD50,NA,NA,NA,RAT
3268493,NA,Rodent,490,NA,LD50,NA,NA,NA,RAT
3278226,NA,Rodent,63,NA,LD50,NA,NA,NA,RAT
3278226,NA,Rodent,60,NA,LD50,NA,NA,NA,RAT
3278226,NA,Rodent,58,NA,LD50,NA,NA,NA,RAT
32809168,NA,Rodent,7000,NA,LD50,NA,NA,NA,RAT
3282302,NA,Rodent,1572,NA,LD50,NA,NA,NA,RAT
3282302,NA,Rodent,1470,NA,LD50,NA,NA,NA,RAT
3282302,NA,Rodent,1368,NA,LD50,NA,NA,NA,RAT
3282302,NA,Rodent,638,NA,LD50,NA,NA,NA,RAT
329011,NA,Rodent,6604,NA,LD50,NA,NA,NA,RAT
329011,NA,Rodent,975,NA,LD50,NA,NA,NA,RAT
3296900,NA,Rodent,3458,NA,LD50,NA,NA,NA,RAT
3296900,NA,Rodent,1880,NA,LD50,NA,NA,NA,RAT
330541,NA,Rodent,3400,NA,LD50,NA,NA,NA,RAT
330541,NA,Rodent,1017,NA,LD50,NA,NA,NA,RAT
330541,NA,Rodent,437,NA,LD50,NA,NA,NA,RAT
33089611,NA,Rodent,800,NA,LD50,NA,NA,NA,RAT
33089611,NA,Rodent,600,NA,LD50,NA,NA,NA,RAT
33089611,NA,Rodent,400,NA,LD50,NA,NA,NA,RAT
33245395,NA,Rodent,2940,NA,LD50,NA,NA,NA,RAT
33245395,NA,Rodent,1550,NA,LD50,NA,NA,NA,RAT
3327228,NA,Rodent,5184,NA,LD50,NA,NA,NA,RAT
3327228,NA,Rodent,4810,NA,LD50,NA,NA,NA,RAT
3327228,NA,Rodent,4700,NA,LD50,NA,NA,NA,RAT
3327228,NA,Rodent,3688,NA,LD50,NA,NA,NA,RAT
3327228,NA,Rodent,2800,NA,LD50,NA,NA,NA,RAT
3327228,NA,Rodent,2213,NA,LD50,NA,NA,NA,RAT
3327228,NA,Rodent,2170,NA,LD50,NA,NA,NA,RAT
333415,NA,Rodent,108,NA,LD50,NA,NA,NA,RAT
333415,NA,Rodent,76,NA,LD50,NA,NA,NA,RAT
333415,NA,Rodent,66,NA,LD50,NA,NA,NA,RAT
33629479,NA,Rodent,2500,NA,LD50,NA,NA,NA,RAT
33629479,NA,Rodent,1170,NA,LD50,NA,NA,NA,RAT
33629479,NA,Rodent,1049,NA,LD50,NA,NA,NA,RAT
3378721,NA,Rodent,432,NA,LD50,NA,NA,NA,RAT
3378721,NA,Rodent,397,NA,LD50,NA,NA,NA,RAT
3378721,NA,Rodent,370,NA,LD50,NA,NA,NA,RAT
3383968,NA,Rodent,8600,NA,LD50,NA,NA,NA,RAT
3383968,NA,Rodent,1000,NA,LD50,NA,NA,NA,RAT
3383968,NA,Rodent,444,NA,LD50,NA,NA,NA,RAT
34014181,NA,Rodent,644,NA,LD50,NA,NA,NA,RAT
34014181,NA,Rodent,640,NA,LD50,NA,NA,NA,RAT
341695,NA,Rodent,425,NA,LD50,NA,NA,NA,RAT
341695,NA,Rodent,255,NA,LD50,NA,NA,NA,RAT
34123596,NA,Rodent,1826,NA,LD50,NA,NA,NA,RAT
34206401,NA,Rodent,2500,NA,LD50,NA,NA,NA,RAT
34206401,NA,Rodent,2463,NA,LD50,NA,NA,NA,RAT
34206401,NA,Rodent,2453,NA,LD50,NA,NA,NA,RAT
3425614,NA,Rodent,864,NA,LD50,NA,NA,NA,RAT
3425614,NA,Rodent,518,NA,LD50,NA,NA,NA,RAT
3425614,NA,Rodent,483,NA,LD50,NA,NA,NA,RAT
34256821,NA,Rodent,2953,NA,LD50,NA,NA,NA,RAT
34256821,NA,Rodent,2148,NA,LD50,NA,NA,NA,RAT
34256821,NA,Rodent,1929,NA,LD50,NA,NA,NA,RAT
34256821,NA,Rodent,763,NA,LD50,NA,NA,NA,RAT
34364266,NA,Rodent,3030,NA,LD50,NA,NA,NA,RAT
34364266,NA,Rodent,2066,NA,LD50,NA,NA,NA,RAT
34381685,NA,Rodent,6620,NA,LD50,NA,NA,NA,RAT
34381685,NA,Rodent,5200,NA,LD50,NA,NA,NA,RAT
34381685,NA,Rodent,3200,NA,LD50,NA,NA,NA,RAT
3452979,NA,Rodent,3250,NA,LD50,NA,NA,NA,RAT
3452979,NA,Rodent,2300,NA,LD50,NA,NA,NA,RAT
34590948,NA,Rodent,5350,NA,LD50,NA,NA,NA,RAT
34590948,NA,Rodent,5230,NA,LD50,NA,NA,NA,RAT
34590948,NA,Rodent,5180,NA,LD50,NA,NA,NA,RAT
34708082,NA,Rodent,1650,NA,LD50,NA,NA,NA,RAT
34708082,NA,Rodent,1423,NA,LD50,NA,NA,NA,RAT
34708082,NA,Rodent,986,NA,LD50,NA,NA,NA,RAT
3478942,NA,Rodent,2500,NA,LD50,NA,NA,NA,RAT
3478942,NA,Rodent,1419,NA,LD50,NA,NA,NA,RAT
3478942,NA,Rodent,800,NA,LD50,NA,NA,NA,RAT
34885035,NA,Rodent,1768,NA,LD50,NA,NA,NA,RAT
34885035,NA,Rodent,933,NA,LD50,NA,NA,NA,RAT
34885035,NA,Rodent,884,NA,LD50,NA,NA,NA,RAT
34885035,NA,Rodent,825,NA,LD50,NA,NA,NA,RAT
34885035,NA,Rodent,707,NA,LD50,NA,NA,NA,RAT
35037731,NA,Rodent,2170,NA,LD50,NA,NA,NA,RAT
35037731,NA,Rodent,1525,NA,LD50,NA,NA,NA,RAT
35141301,NA,Rodent,2574,NA,LD50,NA,NA,NA,RAT
35141301,NA,Rodent,2413,NA,LD50,NA,NA,NA,RAT
35141301,NA,Rodent,2295,NA,LD50,NA,NA,NA,RAT
35141301,NA,Rodent,1897,NA,LD50,NA,NA,NA,RAT
35400432,NA,Rodent,304,NA,LD50,NA,NA,NA,RAT
35400432,NA,Rodent,176,NA,LD50,NA,NA,NA,RAT
35400432,NA,Rodent,65,NA,LD50,NA,NA,NA,RAT
3542367,NA,Rodent,5850,NA,LD50,NA,NA,NA,RAT
3542367,NA,Rodent,4700,NA,LD50,NA,NA,NA,RAT
3542367,NA,Rodent,3300,NA,LD50,NA,NA,NA,RAT
3567257,NA,Rodent,849,NA,LD50,NA,NA,NA,RAT
3567257,NA,Rodent,750,NA,LD50,NA,NA,NA,RAT
3567257,NA,Rodent,645,NA,LD50,NA,NA,NA,RAT
3567257,NA,Rodent,476,NA,LD50,NA,NA,NA,RAT
35691657,NA,Rodent,770,NA,LD50,NA,NA,NA,RAT
35691657,NA,Rodent,515,NA,LD50,NA,NA,NA,RAT
35702751,NA,Rodent,4947,NA,LD50,NA,NA,NA,RAT
35702751,NA,Rodent,4927,NA,LD50,NA,NA,NA,RAT
35702751,NA,Rodent,4904,NA,LD50,NA,NA,NA,RAT
35822469,NA,Rodent,6.325,NA,LD50,NA,NA,NA,RAT
3634831,NA,Rodent,5350,NA,LD50,NA,NA,NA,RAT
3634831,NA,Rodent,3200,NA,LD50,NA,NA,NA,RAT
36483575,NA,Rodent,1630,NA,LD50,NA,NA,NA,RAT
366187,NA,Rodent,256,NA,LD50,NA,NA,NA,RAT
366187,NA,Rodent,100,NA,LD50,NA,NA,NA,RAT
36653824,NA,Rodent,5000,NA,LD50,NA,NA,NA,RAT
36734197,NA,Rodent,3500,NA,LD50,NA,NA,NA,RAT
36768624,NA,Rodent,1000,NA,LD50,NA,NA,NA,RAT
36768624,NA,Rodent,906,NA,LD50,NA,NA,NA,RAT
36791045,NA,Rodent,5300,NA,LD50,NA,NA,NA,RAT
36791045,NA,Rodent,2700,NA,LD50,NA,NA,NA,RAT
3688537,NA,Rodent,1554,NA,LD50,NA,NA,NA,RAT
3688537,NA,Rodent,340,NA,LD50,NA,NA,NA,RAT
3691358,NA,Rodent,20,NA,LD50,NA,NA,NA,RAT
3691358,NA,Rodent,2.1,NA,LD50,NA,NA,NA,RAT
371404,NA,Rodent,460,NA,LD50,NA,NA,NA,RAT
371404,NA,Rodent,420,NA,LD50,NA,NA,NA,RAT
371404,NA,Rodent,417,NA,LD50,NA,NA,NA,RAT
3717406,NA,Rodent,1275,NA,LD50,NA,NA,NA,RAT
3717406,NA,Rodent,890,NA,LD50,NA,NA,NA,RAT
372098,NA,Rodent,1500,NA,LD50,NA,NA,NA,RAT
372098,NA,Rodent,1010,NA,LD50,NA,NA,NA,RAT
372316,NA,Rodent,954,NA,LD50,NA,NA,NA,RAT
372316,NA,Rodent,855,NA,LD50,NA,NA,NA,RAT
372316,NA,Rodent,765,NA,LD50,NA,NA,NA,RAT
37205871,NA,Rodent,5800,NA,LD50,NA,NA,NA,RAT
37205871,NA,Rodent,5600,NA,LD50,NA,NA,NA,RAT
373024,NA,Rodent,550,NA,LD50,NA,NA,NA,RAT
373024,NA,Rodent,350,NA,LD50,NA,NA,NA,RAT
3734336,NA,Rodent,841,NA,LD50,NA,NA,NA,RAT
3734336,NA,Rodent,749,NA,LD50,NA,NA,NA,RAT
3734336,NA,Rodent,648,NA,LD50,NA,NA,NA,RAT
3734336,NA,Rodent,640,NA,LD50,NA,NA,NA,RAT
3734336,NA,Rodent,612,NA,LD50,NA,NA,NA,RAT
3734336,NA,Rodent,584,NA,LD50,NA,NA,NA,RAT
3734336,NA,Rodent,23,NA,LD50,NA,NA,NA,RAT
37443428,NA,Rodent,3410,NA,LD50,NA,NA,NA,RAT
37443428,NA,Rodent,3217,NA,LD50,NA,NA,NA,RAT
37443428,NA,Rodent,3027,NA,LD50,NA,NA,NA,RAT
37697657,NA,Rodent,1292,NA,LD50,NA,NA,NA,RAT
37697657,NA,Rodent,1280,NA,LD50,NA,NA,NA,RAT
37697657,NA,Rodent,790,NA,LD50,NA,NA,NA,RAT
37859555,NA,Rodent,1234,NA,LD50,NA,NA,NA,RAT
37859555,NA,Rodent,1133,NA,LD50,NA,NA,NA,RAT
3794830,NA,Rodent,5300,NA,LD50,NA,NA,NA,RAT
3794830,NA,Rodent,2850,NA,LD50,NA,NA,NA,RAT
3811732,NA,Rodent,1500,NA,LD50,NA,NA,NA,RAT
3811732,NA,Rodent,1208,NA,LD50,NA,NA,NA,RAT
3811732,NA,Rodent,1100,NA,LD50,NA,NA,NA,RAT
38233760,NA,Rodent,1089,NA,LD50,NA,NA,NA,RAT
38233760,NA,Rodent,849,NA,LD50,NA,NA,NA,RAT
38233760,NA,Rodent,666,NA,LD50,NA,NA,NA,RAT
38436167,NA,Rodent,2593,NA,LD50,NA,NA,NA,RAT
38436167,NA,Rodent,890,NA,LD50,NA,NA,NA,RAT
38640629,NA,Rodent,4320,NA,LD50,NA,NA,NA,RAT
38640629,NA,Rodent,4130,NA,LD50,NA,NA,NA,RAT
3865347,NA,Rodent,273,NA,LD50,NA,NA,NA,RAT
3865347,NA,Rodent,204,NA,LD50,NA,NA,NA,RAT
3865347,NA,Rodent,190,NA,LD50,NA,NA,NA,RAT
3865347,NA,Rodent,164,NA,LD50,NA,NA,NA,RAT
3865347,NA,Rodent,160,NA,LD50,NA,NA,NA,RAT
38668483,NA,Rodent,172,NA,LD50,NA,NA,NA,RAT
38668483,NA,Rodent,100,NA,LD50,NA,NA,NA,RAT
3878191,NA,Rodent,500,NA,LD50,NA,NA,NA,RAT
389082,NA,Rodent,2040,NA,LD50,NA,NA,NA,RAT
389082,NA,Rodent,1160,NA,LD50,NA,NA,NA,RAT
3926623,NA,Rodent,580,NA,LD50,NA,NA,NA,RAT
3926623,NA,Rodent,95,NA,LD50,NA,NA,NA,RAT
3926623,NA,Rodent,76,NA,LD50,NA,NA,NA,RAT
39300453,NA,Rodent,1212,NA,LD50,NA,NA,NA,RAT
39300453,NA,Rodent,1190,NA,LD50,NA,NA,NA,RAT
39300453,NA,Rodent,980,NA,LD50,NA,NA,NA,RAT
39300453,NA,Rodent,950,NA,LD50,NA,NA,NA,RAT
39300453,NA,Rodent,766,NA,LD50,NA,NA,NA,RAT
3937562,NA,Rodent,3600,NA,LD50,NA,NA,NA,RAT
3937562,NA,Rodent,3400,NA,LD50,NA,NA,NA,RAT
3937562,NA,Rodent,3200,NA,LD50,NA,NA,NA,RAT
3982910,NA,Rodent,800,NA,LD50,NA,NA,NA,RAT
3982910,NA,Rodent,750,NA,LD50,NA,NA,NA,RAT
404864,NA,Rodent,161,NA,LD50,NA,NA,NA,RAT
404864,NA,Rodent,148,NA,LD50,NA,NA,NA,RAT
40487421,NA,Rodent,1250,NA,LD50,NA,NA,NA,RAT
40487421,NA,Rodent,1050,NA,LD50,NA,NA,NA,RAT
4067167,NA,Rodent,1862,NA,LD50,NA,NA,NA,RAT
4067167,NA,Rodent,1716,NA,LD50,NA,NA,NA,RAT
4067167,NA,Rodent,1591,NA,LD50,NA,NA,NA,RAT
4067167,NA,Rodent,1400,NA,LD50,NA,NA,NA,RAT
40722734,NA,Rodent,2118,NA,LD50,NA,NA,NA,RAT
40722734,NA,Rodent,1711,NA,LD50,NA,NA,NA,RAT
40722734,NA,Rodent,1474,NA,LD50,NA,NA,NA,RAT
4078197,NA,Rodent,240,NA,LD50,NA,NA,NA,RAT
4078197,NA,Rodent,160,NA,LD50,NA,NA,NA,RAT
4078197,NA,Rodent,121,NA,LD50,NA,NA,NA,RAT
4078197,NA,Rodent,111,NA,LD50,NA,NA,NA,RAT
4078197,NA,Rodent,110,NA,LD50,NA,NA,NA,RAT
40880511,NA,Rodent,3980,NA,LD50,NA,NA,NA,RAT
40880511,NA,Rodent,1592,NA,LD50,NA,NA,NA,RAT
4098719,NA,Rodent,4825,NA,LD50,NA,NA,NA,RAT
4098719,NA,Rodent,1000,NA,LD50,NA,NA,NA,RAT
41083118,NA,Rodent,363,NA,LD50,NA,NA,NA,RAT
41083118,NA,Rodent,209,NA,LD50,NA,NA,NA,RAT
41083118,NA,Rodent,99,NA,LD50,NA,NA,NA,RAT
41083118,NA,Rodent,76,NA,LD50,NA,NA,NA,RAT
41198087,NA,Rodent,809,NA,LD50,NA,NA,NA,RAT
41198087,NA,Rodent,630,NA,LD50,NA,NA,NA,RAT
41198087,NA,Rodent,492,NA,LD50,NA,NA,NA,RAT
41198087,NA,Rodent,400,NA,LD50,NA,NA,NA,RAT
41198087,NA,Rodent,358,NA,LD50,NA,NA,NA,RAT
41394052,NA,Rodent,1447,NA,LD50,NA,NA,NA,RAT
41394052,NA,Rodent,1183,NA,LD50,NA,NA,NA,RAT
41484359,NA,Rodent,6300,NA,LD50,NA,NA,NA,RAT
4151502,NA,Rodent,607,NA,LD50,NA,NA,NA,RAT
4151502,NA,Rodent,543,NA,LD50,NA,NA,NA,RAT
4151502,NA,Rodent,507,NA,LD50,NA,NA,NA,RAT
4170303,NA,Rodent,206,NA,LD50,NA,NA,NA,RAT
4170303,NA,Rodent,175,NA,LD50,NA,NA,NA,RAT
4170303,NA,Rodent,174,NA,LD50,NA,NA,NA,RAT
4170303,NA,Rodent,165,NA,LD50,NA,NA,NA,RAT
4170303,NA,Rodent,80,NA,LD50,NA,NA,NA,RAT
41892017,NA,Rodent,3066,NA,LD50,NA,NA,NA,RAT
41892017,NA,Rodent,2372,NA,LD50,NA,NA,NA,RAT
4196898,NA,Rodent,7297,NA,LD50,NA,NA,NA,RAT
4196898,NA,Rodent,6011,NA,LD50,NA,NA,NA,RAT
4196898,NA,Rodent,5146,NA,LD50,NA,NA,NA,RAT
420042,NA,Rodent,280,NA,LD50,NA,NA,NA,RAT
420042,NA,Rodent,226,NA,LD50,NA,NA,NA,RAT
420042,NA,Rodent,223,NA,LD50,NA,NA,NA,RAT
420042,NA,Rodent,222,NA,LD50,NA,NA,NA,RAT
420042,NA,Rodent,142,NA,LD50,NA,NA,NA,RAT
420042,NA,Rodent,125,NA,LD50,NA,NA,NA,RAT
4205907,NA,Rodent,126,NA,LD50,NA,NA,NA,RAT
4205907,NA,Rodent,67,NA,LD50,NA,NA,NA,RAT
422059,NA,Rodent,1948,NA,LD50,NA,NA,NA,RAT
422059,NA,Rodent,1826,NA,LD50,NA,NA,NA,RAT
42405403,NA,Rodent,1800,NA,LD50,NA,NA,NA,RAT
42405403,NA,Rodent,1700,NA,LD50,NA,NA,NA,RAT
4246519,NA,Rodent,4290,NA,LD50,NA,NA,NA,RAT
4246519,NA,Rodent,3160,NA,LD50,NA,NA,NA,RAT
4246519,NA,Rodent,2850,NA,LD50,NA,NA,NA,RAT
4253343,NA,Rodent,2060,NA,LD50,NA,NA,NA,RAT
4253343,NA,Rodent,1660,NA,LD50,NA,NA,NA,RAT
4253343,NA,Rodent,1600,NA,LD50,NA,NA,NA,RAT
4253343,NA,Rodent,1550,NA,LD50,NA,NA,NA,RAT
431038,NA,Rodent,3400,NA,LD50,NA,NA,NA,RAT
431038,NA,Rodent,3000,NA,LD50,NA,NA,NA,RAT
431038,NA,Rodent,1580,NA,LD50,NA,NA,NA,RAT
43121433,NA,Rodent,363,NA,LD50,NA,NA,NA,RAT
43121433,NA,Rodent,90,NA,LD50,NA,NA,NA,RAT
4342363,NA,Rodent,132,NA,LD50,NA,NA,NA,RAT
4342363,NA,Rodent,115,NA,LD50,NA,NA,NA,RAT
4368563,NA,Rodent,9476,NA,LD50,NA,NA,NA,RAT
4368563,NA,Rodent,6633,NA,LD50,NA,NA,NA,RAT
439145,NA,Rodent,710,NA,LD50,NA,NA,NA,RAT
439145,NA,Rodent,352,NA,LD50,NA,NA,NA,RAT
439145,NA,Rodent,249,NA,LD50,NA,NA,NA,RAT
443481,NA,Rodent,3000,NA,LD50,NA,NA,NA,RAT
4433798,NA,Rodent,1154,NA,LD50,NA,NA,NA,RAT
4433798,NA,Rodent,850,NA,LD50,NA,NA,NA,RAT
445034,NA,Rodent,1980,NA,LD50,NA,NA,NA,RAT
445034,NA,Rodent,1940,NA,LD50,NA,NA,NA,RAT
445034,NA,Rodent,1900,NA,LD50,NA,NA,NA,RAT
4454164,NA,Rodent,2043,NA,LD50,NA,NA,NA,RAT
4454164,NA,Rodent,90,NA,LD50,NA,NA,NA,RAT
446866,NA,Rodent,535,NA,LD50,NA,NA,NA,RAT
446866,NA,Rodent,400,NA,LD50,NA,NA,NA,RAT
4500292,NA,Rodent,2600,NA,LD50,NA,NA,NA,RAT
4525331,NA,Rodent,496,NA,LD50,NA,NA,NA,RAT
4525331,NA,Rodent,335,NA,LD50,NA,NA,NA,RAT
4525331,NA,Rodent,260,NA,LD50,NA,NA,NA,RAT
4553622,NA,Rodent,400,NA,LD50,NA,NA,NA,RAT
4553622,NA,Rodent,225,NA,LD50,NA,NA,NA,RAT
4553622,NA,Rodent,205,NA,LD50,NA,NA,NA,RAT
4553622,NA,Rodent,170,NA,LD50,NA,NA,NA,RAT
456042,NA,Rodent,248,NA,LD50,NA,NA,NA,RAT
456042,NA,Rodent,215,NA,LD50,NA,NA,NA,RAT
460004,NA,Rodent,3788,NA,LD50,NA,NA,NA,RAT
460004,NA,Rodent,2700,NA,LD50,NA,NA,NA,RAT
460004,NA,Rodent,2248,NA,LD50,NA,NA,NA,RAT
4602840,NA,Rodent,6000,NA,LD50,NA,NA,NA,RAT
46235932,NA,Rodent,863,NA,LD50,NA,NA,NA,RAT
46235932,NA,Rodent,763,NA,LD50,NA,NA,NA,RAT
46235932,NA,Rodent,603,NA,LD50,NA,NA,NA,RAT
4635590,NA,Rodent,1510,NA,LD50,NA,NA,NA,RAT
4635590,NA,Rodent,1350,NA,LD50,NA,NA,NA,RAT
4635874,NA,Rodent,94,NA,LD50,NA,NA,NA,RAT
4635874,NA,Rodent,72,NA,LD50,NA,NA,NA,RAT
4635874,NA,Rodent,47,NA,LD50,NA,NA,NA,RAT
464493,NA,Rodent,4300,NA,LD50,NA,NA,NA,RAT
464493,NA,Rodent,3688,NA,LD50,NA,NA,NA,RAT
4645323,NA,Rodent,858,NA,LD50,NA,NA,NA,RAT
4645323,NA,Rodent,602,NA,LD50,NA,NA,NA,RAT
4685147,NA,Rodent,344,NA,LD50,NA,NA,NA,RAT
4685147,NA,Rodent,258,NA,LD50,NA,NA,NA,RAT
4685147,NA,Rodent,223,NA,LD50,NA,NA,NA,RAT
4685147,NA,Rodent,126,NA,LD50,NA,NA,NA,RAT
4685147,NA,Rodent,112,NA,LD50,NA,NA,NA,RAT
4685147,NA,Rodent,100,NA,LD50,NA,NA,NA,RAT
469625,NA,Rodent,990,NA,LD50,NA,NA,NA,RAT
469625,NA,Rodent,230,NA,LD50,NA,NA,NA,RAT
469625,NA,Rodent,135,NA,LD50,NA,NA,NA,RAT
46948725,NA,Rodent,4540,NA,LD50,NA,NA,NA,RAT
46948725,NA,Rodent,3040,NA,LD50,NA,NA,NA,RAT
470826,NA,Rodent,4700,NA,LD50,NA,NA,NA,RAT
470826,NA,Rodent,4300,NA,LD50,NA,NA,NA,RAT
470826,NA,Rodent,2480,NA,LD50,NA,NA,NA,RAT
470906,NA,Rodent,10,NA,LD50,NA,NA,NA,RAT
470906,NA,Rodent,9.66,NA,LD50,NA,NA,NA,RAT
471012,NA,Rodent,2950,NA,LD50,NA,NA,NA,RAT
471012,NA,Rodent,1500,NA,LD50,NA,NA,NA,RAT
471341,NA,Rodent,6450,NA,LD50,NA,NA,NA,RAT
4719044,NA,Rodent,1000,NA,LD50,NA,NA,NA,RAT
4719044,NA,Rodent,763,NA,LD50,NA,NA,NA,RAT
4724485,NA,Rodent,1890,NA,LD50,NA,NA,NA,RAT
485314,NA,Rodent,63,NA,LD50,NA,NA,NA,RAT
485314,NA,Rodent,58,NA,LD50,NA,NA,NA,RAT
49564570,NA,Rodent,91.5,NA,LD50,NA,NA,NA,RAT
497198,NA,Rodent,4090,NA,LD50,NA,NA,NA,RAT
497198,NA,Rodent,2800,NA,LD50,NA,NA,NA,RAT
49701248,NA,Rodent,3150,NA,LD50,NA,NA,NA,RAT
49701248,NA,Rodent,2230,NA,LD50,NA,NA,NA,RAT
49701248,NA,Rodent,1600,NA,LD50,NA,NA,NA,RAT
49701248,NA,Rodent,1000,NA,LD50,NA,NA,NA,RAT
49701248,NA,Rodent,630,NA,LD50,NA,NA,NA,RAT
49707235,NA,Rodent,1600,NA,LD50,NA,NA,NA,RAT
49707235,NA,Rodent,1199,NA,LD50,NA,NA,NA,RAT
499752,NA,Rodent,980,NA,LD50,NA,NA,NA,RAT
499752,NA,Rodent,810,NA,LD50,NA,NA,NA,RAT
50011,NA,Rodent,1120,NA,LD50,NA,NA,NA,RAT
50011,NA,Rodent,907,NA,LD50,NA,NA,NA,RAT
50011,NA,Rodent,774,NA,LD50,NA,NA,NA,RAT
50011,NA,Rodent,556,NA,LD50,NA,NA,NA,RAT
50011,NA,Rodent,475,NA,LD50,NA,NA,NA,RAT
50011,NA,Rodent,475,NA,LD50,NA,NA,NA,RAT
50066,NA,Rodent,660,NA,LD50,NA,NA,NA,RAT
50066,NA,Rodent,212,NA,LD50,NA,NA,NA,RAT
50066,NA,Rodent,180,NA,LD50,NA,NA,NA,RAT
50066,NA,Rodent,162,NA,LD50,NA,NA,NA,RAT
50180,NA,Rodent,160,NA,LD50,NA,NA,NA,RAT
50180,NA,Rodent,100,NA,LD50,NA,NA,NA,RAT
50215,NA,Rodent,4936,NA,LD50,NA,NA,NA,RAT
50215,NA,Rodent,3730,NA,LD50,NA,NA,NA,RAT
50215,NA,Rodent,3543,NA,LD50,NA,NA,NA,RAT
50248,NA,Rodent,3879,NA,LD50,NA,NA,NA,RAT
50248,NA,Rodent,3857,NA,LD50,NA,NA,NA,RAT
50293,NA,Rodent,100,NA,LD50,NA,NA,NA,RAT
50293,NA,Rodent,87,NA,LD50,NA,NA,NA,RAT
50317,NA,Rodent,1500,NA,LD50,NA,NA,NA,RAT
50317,NA,Rodent,650,NA,LD50,NA,NA,NA,RAT
50533,NA,Rodent,225,NA,LD50,NA,NA,NA,RAT
50533,NA,Rodent,142,NA,LD50,NA,NA,NA,RAT
50782,NA,Rodent,1992,NA,LD50,NA,NA,NA,RAT
50782,NA,Rodent,1850,NA,LD50,NA,NA,NA,RAT
50782,NA,Rodent,1500,NA,LD50,NA,NA,NA,RAT
50782,NA,Rodent,1275,NA,LD50,NA,NA,NA,RAT
50986,NA,Rodent,1235,NA,LD50,NA,NA,NA,RAT
50986,NA,Rodent,710,NA,LD50,NA,NA,NA,RAT
50986,NA,Rodent,514,NA,LD50,NA,NA,NA,RAT
502443,NA,Rodent,4290,NA,LD50,NA,NA,NA,RAT
504245,NA,Rodent,22,NA,LD50,NA,NA,NA,RAT
504245,NA,Rodent,21,NA,LD50,NA,NA,NA,RAT
504245,NA,Rodent,14,NA,LD50,NA,NA,NA,RAT
50448958,NA,Rodent,334,NA,LD50,NA,NA,NA,RAT
50448958,NA,Rodent,303,NA,LD50,NA,NA,NA,RAT
50448958,NA,Rodent,194,NA,LD50,NA,NA,NA,RAT
506934,NA,Rodent,1260,NA,LD50,NA,NA,NA,RAT
506934,NA,Rodent,990,NA,LD50,NA,NA,NA,RAT
506934,NA,Rodent,730,NA,LD50,NA,NA,NA,RAT
506934,NA,Rodent,730,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,5300,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,4200,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,3800,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,3500,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,2595,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,2220,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,2100,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,1900,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,1740,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,1680,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,1600,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,1470,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,1450,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,1300,NA,LD50,NA,NA,NA,RAT
5064313,NA,Rodent,1100,NA,LD50,NA,NA,NA,RAT
507700,NA,Rodent,4300,NA,LD50,NA,NA,NA,RAT
507700,NA,Rodent,3688,NA,LD50,NA,NA,NA,RAT
5080228,NA,Rodent,2356,NA,LD50,NA,NA,NA,RAT
5080228,NA,Rodent,2189,NA,LD50,NA,NA,NA,RAT
5080228,NA,Rodent,1942,NA,LD50,NA,NA,NA,RAT
50892234,NA,Rodent,4150,NA,LD50,NA,NA,NA,RAT
50892234,NA,Rodent,1050,NA,LD50,NA,NA,NA,RAT
51036,NA,Rodent,7220,NA,LD50,NA,NA,NA,RAT
51036,NA,Rodent,6150,NA,LD50,NA,NA,NA,RAT
51036,NA,Rodent,5630,NA,LD50,NA,NA,NA,RAT
51036,NA,Rodent,4570,NA,LD50,NA,NA,NA,RAT
51285,NA,Rodent,71,NA,LD50,NA,NA,NA,RAT
51285,NA,Rodent,30,NA,LD50,NA,NA,NA,RAT
51525,NA,Rodent,1980,NA,LD50,NA,NA,NA,RAT
51525,NA,Rodent,1250,NA,LD50,NA,NA,NA,RAT
